company_id;udalennost_sklada_postavshchika_ot_zakazchika;nalichie_sobstvennogo_avtoparka_logisticheskikh_setei_i_podryadchikov;nalichie_i_dostatochnost_proizvodstvennykh_ofisnykh_i_skladskikh_ploshchadei;opyt_raboty_predpriyatiya_po_izgotovleniyu_analogichnoy_produktsii;uroven_tseny_zayavki;finansovaya_zavisimost;stabilnost_denezhnykh_potokov
51283;667;1;1;50;400000;0.69;0.96
51285;964;0;1;2;7200000;0.25;0.48
51286;532;0;0;43;6100000;0.73;0.57
51288;892;1;1;28;9200000;0.93;0.63
51291;496;1;1;33;4900000;0.78;0.43
51292;721;1;1;42;1500000;0.31;0.64
51293;703;1;1;24;9500000;0.86;0.45
51294;505;1;0;18;10000000;0.66;0.08
51295;487;1;0;34;2500000;0.48;0.28
51296;136;0;1;10;4500000;0.5;0.65
51297;262;1;0;12;4700000;0.77;0.66
51298;595;0;1;12;4500000;0.08;0.36
51299;685;0;0;26;8900000;0.4;0.38
51301;748;1;1;14;4500000;0.59;0.06
51302;334;0;1;44;5900000;0.32;0.16
51304;478;1;1;7;9200000;0.32;0.91
51305;190;0;0;16;7900000;0.48;0.58
51306;847;1;1;43;8600000;0.94;0.28
51308;982;0;1;48;1900000;0.9;0.85
51310;469;0;1;27;3100000;0.76;0.44
51313;892;1;1;48;4700000;0.73;0.22
51314;253;1;0;20;3700000;0.67;0.61
51315;523;0;1;44;8500000;0.47;0.43
51317;460;0;0;33;1100000;0.58;0.66
51318;712;1;0;42;3100000;0.57;0.83
51319;604;1;0;20;2100000;0.38;0.23
51323;721;1;0;34;4100000;0.32;0.7
51324;523;0;0;48;400000;0.48;0.26
51325;883;0;0;38;3600000;0.9;0.7
51326;766;1;1;40;0;0.53;0.56
51328;109;0;1;50;7800000;0.03;0.21
51332;514;0;1;8;4900000;0.92;0.78
51333;829;1;1;41;3900000;0.55;0.79
51335;514;1;1;20;200000;0.09;0
51338;406;0;0;46;6400000;0.63;0.33
51339;946;0;1;35;8700000;0.44;0.6
51340;577;0;0;24;400000;0.55;0.16
51341;136;0;0;46;7500000;0.57;0.16
51342;928;1;0;28;4900000;0.72;0.2
51343;505;0;0;4;9200000;0.33;0.89
51344;676;1;0;44;5600000;0.31;0.54
51346;496;0;1;26;6100000;0.68;0.87
51348;199;1;1;31;3300000;0.22;0.43
51349;865;0;0;44;2500000;0.79;0.4
51350;559;0;0;4;10000000;0.3;0.45
51351;649;1;1;17;3900000;0.34;0.89
51352;577;1;0;6;9200000;0.66;0.07
51353;415;0;0;23;1000000;0.04;0.18
51356;280;0;0;18;300000;0.36;0.01
51357;937;0;0;16;2200000;0.68;0.2
51358;532;0;1;38;6400000;0.02;0.44
51359;883;1;1;10;9400000;0.88;0.1
51360;442;0;0;2;2400000;0.28;0.08
51361;217;1;0;36;6600000;0.43;0.19
51363;892;1;0;34;2000000;0.9;0.46
51364;253;0;0;44;4700000;0.7;0.09
51365;550;0;1;21;1300000;0.19;0.56
51366;892;1;0;48;2700000;0.99;0.51
51367;568;0;1;36;2900000;0.39;0.2
51368;442;0;1;45;4100000;0.33;0.13
51369;676;1;0;18;300000;0.71;0.78
51371;271;1;1;29;2700000;0.82;0.77
51372;298;0;1;14;4700000;0.56;0.74
51373;532;0;1;6;7200000;0.01;0.78
51375;910;0;0;24;3300000;0.65;0.19
51376;262;1;1;10;7400000;0.37;0.81
51377;334;0;1;44;8600000;0;0.42
51378;208;0;0;1;4800000;0.79;0.3
51379;478;1;1;20;2000000;0.7;0.97
51380;928;1;1;6;1600000;0.88;0.29
51381;487;0;0;12;1500000;0.63;0.23
51384;280;0;1;10;7700000;0.48;0.86
51385;514;1;1;0;3600000;0.72;0.31
51390;172;0;0;14;4400000;0.52;0.25
51391;685;1;1;24;8900000;0.62;0.64
51392;973;1;0;32;1700000;0.67;0.99
51393;955;0;0;5;7400000;0.43;0.6
51394;433;1;0;14;2600000;0.93;0.45
51395;244;1;1;4;7500000;0.62;0.53
51396;811;0;0;38;9500000;0.01;0.87
51397;496;1;0;16;4900000;0.95;0.2
51398;190;0;1;19;9200000;0.08;0.04
51400;604;0;0;8;9300000;0.28;0.37
51401;838;0;1;2;5400000;0.05;0.34
51402;685;0;1;42;5900000;0.1;0.97
51403;541;1;1;50;5800000;0.35;0.7
51404;775;1;1;35;8200000;0.59;0.83
51405;136;0;0;4;9800000;1;0.84
51406;478;0;0;34;3700000;0.6;0.97
51407;325;1;1;27;2100000;0.13;0.58
51408;820;1;0;37;8900000;0.86;0.76
51409;928;1;0;20;8400000;0.53;0.44
51410;163;1;1;8;9900000;0.69;0.32
51411;775;0;0;46;2200000;0.05;0.77
51413;937;0;1;2;6200000;0.76;0.03
51414;307;1;1;19;9400000;0.32;0.76
51416;541;1;0;48;9500000;0.71;0.25
51417;172;1;0;8;6900000;0.95;0.56
51418;433;0;1;40;3500000;0.53;0.89
51420;235;0;1;2;3100000;0.78;0.94
51421;244;1;1;11;0;0.21;0.03
51422;343;0;1;18;3600000;0.55;0.8
51423;487;1;0;22;4100000;0.24;0.48
51425;109;0;1;6;5800000;0.84;0.1
51426;793;1;0;48;8900000;0.62;0.27
51427;505;1;0;24;7100000;0.36;0.83
51428;829;1;1;7;3700000;0.32;0.48
51429;811;0;0;32;6600000;0.93;0.86
51430;388;1;1;26;5700000;0.12;0.62
51433;649;0;1;49;1300000;0.41;0.74
51435;856;1;1;36;800000;0.68;0.94
51436;982;1;0;38;2500000;0.73;0.89
51437;847;1;1;27;200000;0.86;0.54
51438;289;0;0;19;8300000;0.51;0.66
51440;838;0;1;36;8900000;0.1;0.26
51441;991;1;0;10;9000000;0.08;0.56
51443;559;0;0;14;6700000;0.16;0.89
51444;820;0;1;16;1400000;0.43;0.48
51445;217;1;1;4;3500000;0.87;0.14
51446;316;1;0;13;8000000;0.71;0.59
51447;199;1;1;47;5700000;0.26;0.02
51450;703;0;0;26;4800000;0.49;0.24
51452;208;0;1;30;2500000;0.96;0.94
51454;541;1;0;22;1800000;0.36;0.68
51455;100;1;1;22;2000000;0.08;0.01
51457;883;0;1;8;4200000;0.99;0.07
51458;856;0;1;0;6500000;0.22;0.67
51459;307;1;1;7;1200000;0.61;0.38
51461;613;1;0;0;3000000;0.13;0.97
51463;271;0;0;42;3900000;0.01;0.96
51464;379;0;1;36;6500000;0.2;0.18
51467;280;0;1;20;700000;0.85;0.53
51468;469;1;1;48;9700000;0.15;0.88
51470;595;1;1;14;4200000;0.67;0.53
51471;199;1;1;42;1000000;0.38;0.85
51473;604;1;1;26;8800000;0.64;0.74
51477;163;0;0;6;8400000;0.58;0.79
51478;550;0;0;38;6000000;0.93;0.67
51479;109;1;1;46;1600000;0.68;0.41
51480;937;0;1;6;2300000;0.94;0.6
51484;487;0;1;32;0;0.41;0.55
51486;226;0;0;10;6600000;0.52;0.29
51487;667;0;0;20;9900000;0.83;0.3
51488;109;1;0;37;6100000;0.48;0.96
51491;217;0;1;12;9400000;0.72;0.24
51494;847;1;0;33;8700000;0.44;0.04
51495;433;1;0;10;4100000;0.45;0.68
51496;874;0;1;14;6400000;0.23;0.5
51497;460;0;1;38;500000;0.22;0.78
51498;685;1;1;26;5900000;0.43;0.4
51499;415;0;0;9;4000000;0.17;0.52
51500;631;0;1;44;900000;0.22;0.05
51501;757;1;1;12;3700000;0.85;0.22
51503;415;0;1;24;3700000;0.75;1
51504;181;0;1;14;7900000;0.61;0.77
51505;829;0;1;22;6900000;0.61;0.18
51506;199;0;0;36;8600000;0.53;0.78
51507;298;1;0;13;300000;0.15;0.84
51508;901;0;1;34;2100000;0.08;0.84
51509;235;0;0;14;3900000;0.78;0.88
51510;352;0;0;0;4600000;0.86;0.29
51512;262;0;1;20;8000000;0.13;0.62
51513;685;0;0;6;5600000;0.9;0.43
51514;946;0;0;42;5400000;0.38;0.44
51517;568;1;1;21;4600000;0.39;0.48
51520;775;0;1;27;8700000;0.27;0.16
51523;145;0;0;8;5000000;0.15;0.04
51524;352;1;0;32;3500000;0.73;0.27
51525;829;0;0;14;4600000;0.95;0.02
51526;136;1;0;36;7700000;0.6;0.87
51527;829;0;1;25;1400000;0.4;0.58
51528;289;1;0;34;3000000;0.22;0.88
51529;118;1;0;7;1200000;0.18;0.19
51531;838;0;0;22;9700000;0.68;0.09
51532;325;1;1;18;4400000;0.43;0.99
51533;145;1;1;35;8300000;0.77;0.7
51534;298;1;0;8;10000000;0.21;0.2
51535;262;0;0;20;2100000;0.5;0.38
51536;559;1;0;6;7200000;0.58;0.6
51537;766;1;0;39;5900000;0.68;0.4
51538;352;1;0;43;900000;0.55;0.91
51539;352;1;1;30;8000000;0.36;0.49
51542;289;1;1;32;9600000;0.17;0.44
51543;739;1;1;32;6300000;0.06;0.35
51545;442;0;0;42;1300000;0.8;0.23
51547;478;1;1;45;3800000;0.62;0.68
51548;352;0;0;24;5800000;0.08;0.14
51549;685;1;1;26;3500000;0.25;0.31
51552;100;1;0;28;6000000;0.18;0.38
51553;631;1;0;29;1500000;0.51;0.4
51554;388;1;0;18;6900000;0.02;0.82
51555;1000;1;0;25;4800000;0.25;0.31
51556;406;0;1;27;8300000;0.85;0.03
51557;109;1;0;3;5100000;0.28;0.59
51558;460;0;1;35;500000;0.6;0.24
51559;550;0;1;42;8400000;0.53;0.61
51562;496;1;0;18;300000;0.32;0.97
51564;253;1;0;48;1600000;0.53;0.28
51565;694;0;0;0;8800000;0.61;0.31
51567;613;1;0;42;7800000;0.41;0.93
51570;892;0;0;5;5500000;0.48;0.48
51572;892;0;1;30;6700000;0.42;0.47
51574;460;1;0;32;7500000;0.12;0.96
51576;838;0;0;22;5700000;0.03;0.38
51578;325;0;0;14;8400000;0.12;0.97
51579;667;1;1;20;6900000;0.91;0.06
51582;415;0;0;29;6200000;0.27;0.45
51585;523;0;0;20;4800000;0.64;0.77
51587;856;1;1;26;7500000;0.68;0.46
51589;496;0;0;24;3000000;0.02;0.26
51592;973;0;0;4;6800000;0.77;0.77
51594;334;1;1;47;9800000;0.45;0.08
51595;559;0;0;36;1600000;0.81;0.29
51597;694;1;1;43;5100000;0.23;0.86
51598;298;0;1;20;3000000;0.06;0.81
51599;793;1;0;11;6800000;0.78;0.3
51600;586;0;0;10;6800000;0.56;0.5
51601;856;0;0;42;6900000;0.19;0.08
51602;181;0;0;15;4000000;0.46;0.47
51603;316;0;0;6;7700000;0.34;0.51
51604;838;0;1;40;2200000;0.05;0.95
51605;640;0;0;2;4100000;0.23;0.07
51607;748;1;0;23;5600000;0.06;0.14
51609;397;0;0;34;5800000;0.74;0.3
51610;415;1;0;16;7500000;0.11;0.51
51611;964;0;1;44;2600000;0.36;0.81
51612;856;0;0;40;2300000;0.36;0.35
51614;991;0;0;3;6200000;0.32;0.73
51615;595;1;0;14;7800000;0.52;0.42
51616;622;0;1;34;9800000;0.11;0.07
51617;757;1;1;5;8500000;0.84;0.17
51619;595;1;1;36;4600000;0.71;0.17
51621;622;1;1;18;1800000;0.54;0.09
51622;415;1;1;17;5500000;0.57;0.68
51623;946;0;0;46;5500000;0.44;0.93
51624;190;1;1;5;2300000;0.41;0.15
51625;217;1;0;15;1900000;0.42;0.06
51626;919;0;0;38;1500000;0.15;0.35
51627;892;1;1;33;1400000;0.33;0.65
51628;793;1;1;12;4400000;0.7;0.37
51629;172;1;1;2;3300000;0.53;0.85
51630;712;0;1;48;6000000;0.26;0.35
51632;928;1;0;10;9000000;0.04;0.36
51633;190;1;1;10;5000000;0.39;0.39
51635;793;0;0;34;600000;0.9;0.41
51636;748;0;0;36;4700000;0.76;0.48
51638;928;1;0;39;2500000;0.57;0.14
51639;784;1;1;32;4400000;0.59;0.96
51640;667;1;0;7;4500000;0.81;0.77
51642;361;0;1;30;8400000;0.91;0.33
51643;406;0;0;6;3100000;0.7;0.56
51644;280;0;1;38;4600000;0.01;0.05
51646;739;0;1;10;5600000;0.99;0.86
51647;154;0;0;46;9700000;0.83;0.92
51648;694;0;0;38;700000;0.77;0.79
51649;865;1;0;25;7200000;0.39;0.21
51650;190;0;1;14;1000000;0.43;0.14
51652;820;0;0;14;3700000;0.02;0.43
51653;901;1;0;8;8700000;0.02;0.66
51654;649;0;0;25;4400000;0.18;0.99
51656;424;0;0;20;8000000;0.13;0.58
51657;397;0;0;0;6600000;0.79;0.43
51658;523;1;0;49;1900000;0.72;0.1
51659;883;0;1;43;1900000;0.93;0.11
51660;937;1;0;7;3100000;0.7;0.43
51661;127;0;0;40;7900000;0.45;0.66
51662;622;1;0;2;3200000;0.48;0.16
51663;568;1;0;13;1400000;0.3;0.14
51664;163;1;0;0;4300000;0.51;0.41
51666;748;0;1;11;400000;0.49;0.04
51670;829;1;1;33;8800000;0.94;0.95
51672;199;1;0;40;2500000;0.32;0.09
51673;559;0;1;46;0;0.46;0.5
51674;937;0;0;26;5600000;0.38;0.43
51675;190;0;0;10;600000;0.75;0.9
51676;226;0;0;30;5600000;0.92;0.71
51677;595;1;0;14;4200000;0.2;0.49
51678;262;1;1;4;3000000;0.22;0.22
51680;280;1;1;48;3400000;0.81;0.83
51681;838;0;1;14;8800000;0.6;0.46
51684;919;0;0;29;3200000;0.98;0.66
51685;595;1;0;35;7400000;0.54;0.13
51686;118;0;0;25;9900000;0.71;0.24
51688;334;0;0;21;600000;0.89;0.78
51689;163;0;0;18;3400000;0.38;0.15
51690;316;1;1;6;3000000;0.49;0.94
51692;451;1;1;10;4000000;0.4;0.45
51693;865;0;0;7;2000000;0.21;0.63
51694;811;1;0;2;6400000;0.51;0.92
51695;208;0;0;40;1600000;0.14;0.39
51696;703;1;1;43;6600000;0.33;0.63
51700;640;0;1;0;2800000;0.93;0.33
51701;874;1;1;38;1400000;0.25;0.3
51702;658;1;1;34;4600000;0.72;0.69
51703;829;0;1;20;10000000;1;0.91
51705;424;1;1;12;5800000;0.45;0.52
51706;658;1;1;16;7600000;0.4;0.89
51709;622;0;0;6;8300000;0.55;0.39
51712;235;0;1;16;1200000;0.78;0.22
51714;271;1;0;17;3000000;0.92;0.13
51715;379;1;0;41;3300000;0.2;0.71
51716;208;0;1;44;7000000;0.07;0.03
51719;289;1;0;40;3200000;0.33;0.6
51721;694;1;0;12;1100000;0.96;0.76
51722;604;1;0;10;6900000;0.08;0.55
51723;199;0;0;48;3300000;0.35;0.47
51724;919;0;1;43;400000;0.66;0.71
51725;766;1;1;10;7600000;0.68;0.88
51726;703;1;0;6;3700000;0.4;0.94
51727;172;0;1;5;300000;0.22;0.59
51728;919;1;1;43;5800000;0.05;0.77
51729;640;0;0;34;5900000;0.87;0.8
51730;109;1;0;43;1600000;0.31;0.94
51733;307;1;1;30;9100000;0.11;0.76
51734;136;1;1;10;3800000;0.22;0.33
51735;901;1;1;44;8800000;0.92;0.25
51736;442;0;0;42;8600000;0.89;0.09
51737;802;0;1;15;3800000;0.9;0.08
51738;604;1;0;1;4600000;0.13;0.82
51739;271;1;0;50;7600000;0.14;0.26
51743;325;1;0;14;3200000;0.48;0.29
51744;937;1;1;30;1800000;0.44;0.38
51745;289;1;0;32;6100000;0.37;0.22
51746;586;0;0;0;8800000;0;0.84
51747;820;0;1;8;8500000;0.33;0.13
51750;307;0;1;26;2300000;0.42;0.03
51751;244;0;0;37;5400000;0.61;0.04
51752;208;0;0;50;9500000;0.12;0.37
51753;532;0;0;16;8800000;0.52;0.04
51756;568;0;0;48;1300000;0.67;0.41
51758;523;1;0;11;6600000;0.93;0.33
51760;874;1;1;45;1200000;0.04;0.25
51761;712;1;1;24;600000;0.59;0.93
51762;622;0;1;14;8100000;0.81;0.19
51764;154;0;1;34;6100000;0.61;0.1
51765;667;0;0;38;3900000;0.51;0.41
51766;199;1;1;6;7500000;0;0.41
51769;649;0;0;46;4800000;0.87;0.21
51770;343;0;1;35;4500000;0.29;0.73
51772;568;0;0;50;400000;0.89;0.52
51773;496;0;0;35;6300000;0;0.73
51774;550;1;0;22;6100000;0.14;0.92
51775;910;1;0;34;6000000;0.79;0.61
51776;379;0;0;21;3900000;0.78;0.79
51777;145;1;0;8;1200000;0.99;0.68
51779;154;1;1;24;8800000;0.01;0.9
51782;550;0;1;44;4100000;0.53;0.5
51783;829;0;1;14;2000000;0.67;0.2
51784;658;0;1;8;4800000;0.85;0.09
51785;685;0;1;24;4200000;0.18;0.37
51786;289;1;0;2;1500000;0.27;0.7
51788;820;0;0;10;900000;0.22;0.14
51789;442;1;0;20;8300000;0.99;0.16
51790;244;1;0;43;5200000;0.1;0.73
51792;973;0;0;34;7800000;0.25;0.85
51793;658;1;0;46;6800000;0.95;0.15
51794;208;1;1;25;7900000;0.72;0.71
51796;721;1;0;28;9500000;0.45;0.92
51798;658;0;1;8;8900000;0.96;0.15
51800;334;0;1;25;6700000;0.18;0.61
51801;334;1;0;34;3100000;0.26;0.45
51802;487;0;0;38;5600000;0.38;0.52
51803;325;1;0;44;3800000;0.99;0.2
51804;298;1;0;46;8900000;0.18;0.14
51806;586;0;0;10;7400000;0.31;0.47
51808;631;1;0;8;400000;0.43;0.64
51809;694;1;1;45;4900000;0.69;0.76
51810;163;0;1;39;2200000;0.05;0.58
51813;568;1;1;32;9900000;0.41;0.08
51814;388;0;1;20;6900000;0.48;0.83
51815;748;0;0;10;1600000;0.08;0.61
51816;757;0;1;24;800000;0.29;0.87
51817;388;1;0;23;7500000;0.64;0.72
51818;118;0;0;5;6400000;0.18;0.49
51820;298;0;1;24;4800000;0.53;0.34
51821;415;0;1;44;8700000;0.75;0.89
51822;685;0;0;37;6400000;0.52;0.97
51823;901;0;0;6;5000000;0.04;0.51
51824;136;0;0;45;6600000;0.13;0.99
51825;820;1;0;34;4500000;0.83;0.17
51830;163;1;0;20;3700000;0.86;0.57
51831;739;1;0;28;8900000;0.26;0.61
51832;829;1;1;39;5900000;0.63;0.23
51834;127;1;0;24;3000000;0.14;0.3
51835;730;0;1;16;6800000;0.82;0.85
51836;253;0;1;38;6500000;0.31;0.19
51837;847;0;1;50;3300000;0.54;0.57
51838;271;1;1;10;2700000;0.71;0.23
51839;559;0;0;4;4800000;0.74;0.72
51840;703;0;0;16;2300000;0.25;0.22
51841;757;0;0;22;4400000;0.85;0.4
51845;622;1;0;26;4100000;0.54;0.06
51846;658;1;1;35;2400000;0.16;0.13
51848;325;0;0;46;7900000;0.85;0.85
51850;595;0;0;10;6400000;0.8;0.8
51852;892;0;0;27;4200000;0.53;0.88
51853;361;0;1;26;3000000;0.2;0.77
51854;784;1;1;17;1800000;0.36;0.71
51855;532;1;0;18;2100000;0.28;0.02
51857;721;1;1;10;8200000;0.68;0.8
51859;316;1;0;23;5700000;0.19;0.55
51860;397;0;0;19;600000;0.6;0.03
51861;406;1;0;48;5600000;0.15;0.64
51862;253;0;0;9;4200000;0.53;0.51
51863;811;1;1;26;1800000;0.74;0.09
51864;397;1;1;43;4700000;0.48;0.86
51865;766;0;1;26;7000000;0.9;0.12
51866;694;1;0;47;7900000;0.14;0.86
51867;712;0;1;16;4000000;0.92;0.2
51868;361;0;1;20;6700000;0.48;0.66
51870;829;1;1;21;1400000;0.45;0.65
51872;595;1;0;26;6900000;0.9;0.19
51873;973;0;1;19;400000;0.46;0.44
51875;253;1;1;14;4500000;0.71;0.65
51876;406;1;1;36;700000;0.81;0.05
51877;595;0;1;4;7400000;0.76;0.89
51879;955;1;1;28;9300000;0.64;0.13
51881;874;1;0;15;5600000;0.99;0.31
51882;199;0;1;48;2500000;0.53;0.98
51883;676;0;1;3;8900000;0.55;0.17
51884;478;1;1;30;4400000;0.92;0.03
51887;496;1;0;44;9100000;0.9;0.01
51888;640;1;1;13;8000000;0.04;0.06
51889;631;0;0;38;8900000;0.01;0.83
51891;991;1;0;14;8600000;0.26;0.16
51893;235;0;0;14;2500000;0.98;0.49
51894;379;1;0;11;5100000;0.84;0.05
51896;676;1;0;24;6500000;0.52;0.04
51901;280;1;1;34;9400000;0.87;0.25
51902;478;0;0;44;1200000;0.55;0.29
51904;307;0;1;36;4600000;0.22;0.05
51906;469;1;1;0;8500000;0.52;0.23
51907;550;0;0;26;9700000;0.3;0.95
51910;334;0;1;12;4000000;0.36;0.39
51912;244;1;1;41;6800000;0.25;0.37
51914;748;0;0;24;3200000;0.73;0.53
51916;820;1;1;13;6000000;0.68;0.59
51917;199;1;1;2;5800000;0.23;0.45
51918;694;1;0;22;3200000;0.09;0.32
51920;118;0;1;28;5700000;0.26;0.38
51921;235;0;0;16;8800000;0.97;0.74
51922;622;1;0;15;6500000;0.22;0.02
51925;334;0;0;8;800000;0.04;0.11
51926;424;0;0;36;2800000;0.89;0.08
51927;271;1;0;48;1600000;0.9;0.53
51928;631;1;1;41;300000;0.6;1
51930;514;1;0;26;6700000;0.88;0.54
51931;307;0;0;18;4800000;0.77;0.86
51933;163;0;0;14;8400000;0.63;0.4
51934;487;0;1;48;7400000;0.71;0.42
51936;298;1;0;44;6000000;0.72;0.94
51937;496;0;1;10;2900000;0.65;0.37
51938;775;1;0;32;9500000;0.48;0.6
51939;910;1;0;27;6400000;0.62;0.5
51941;613;0;0;17;0;0.01;0.55
51943;496;1;0;44;8600000;0.25;0.72
51944;406;0;1;18;300000;0.75;0.59
51945;703;0;0;4;1500000;0.54;0.23
51946;757;1;0;48;7900000;0;0.95
51947;532;1;1;7;100000;0.73;0.56
51948;802;0;1;32;2500000;0.95;0.4
51949;505;0;1;32;600000;0.96;0.09
51954;442;0;0;14;1000000;0.98;0.33
51955;415;0;1;42;5900000;0.58;0.68
51957;505;1;1;34;4200000;0.76;0.97
51958;127;1;0;34;2500000;0.47;0.42
51959;658;1;1;38;5100000;0.8;0.87
51960;424;1;1;1;2200000;0.34;0.39
51961;154;1;0;1;5000000;0.5;0.87
51962;379;0;1;26;300000;0.71;0.14
51963;865;1;0;9;7200000;0.32;0.3
51965;712;0;1;36;9600000;0.54;0.8
51966;739;0;1;44;3900000;0.66;0.83
51968;316;0;1;40;900000;0.66;0.02
51969;568;0;1;44;700000;0.68;0.78
51972;127;0;0;18;8200000;0.42;0.67
51974;235;0;1;44;0;0.41;0.34
51975;928;0;1;38;7200000;0.69;0.83
51976;793;0;0;6;5200000;0.06;0.77
51979;460;1;0;16;9500000;0.09;0.07
51980;712;0;0;12;2400000;0.51;0.75
51982;496;1;0;39;4000000;0.02;0.8
51984;478;1;1;10;3400000;0.75;0.16
51986;433;1;1;28;2000000;0.46;0.66
51987;982;0;0;10;2300000;0.96;0.49
51988;622;1;0;38;3200000;0.4;0.91
51990;397;0;1;4;7100000;0.01;0.78
51991;640;1;0;45;300000;0.43;0.74
51992;613;0;1;36;1500000;0.96;0.96
51993;613;0;0;48;9400000;0.19;0.04
51995;406;1;1;14;9300000;0.29;0.7
51997;568;0;0;44;200000;0.05;0.21
51998;424;0;1;36;700000;0.2;0.76
52000;442;1;0;30;1900000;0.27;0.52
52001;181;1;1;18;5300000;0.48;0.98
52002;208;0;0;22;900000;0.3;0.1
52003;730;1;0;44;9500000;0.02;0.93
52005;424;0;1;9;1000000;0.77;0.77
52006;550;1;0;3;1600000;0.33;0.88
52007;568;1;0;23;6000000;0.54;0.11
52008;649;0;0;32;1300000;0.36;0.06
52012;874;1;0;33;600000;0.53;0.91
52013;415;0;0;6;3500000;0.01;0.94
52015;667;0;0;19;4900000;0.1;0.31
52016;253;1;0;38;4800000;0.57;0.41
52018;433;0;1;40;10000000;0.83;0.17
52020;604;0;0;22;8000000;0.07;0.75
52021;469;0;1;22;9200000;0.54;0.64
52024;451;1;1;19;4700000;0.9;0.01
52025;838;0;0;38;1400000;0.83;0.65
52029;748;0;1;7;2200000;0.17;0.5
52030;649;0;0;49;3000000;0.94;0.51
52031;775;1;0;46;4400000;0.14;0.71
52033;541;0;0;26;2800000;0.14;0.07
52034;523;1;1;6;3100000;0.63;0.95
52035;379;0;0;47;5100000;0.29;0.81
52036;766;0;1;33;3800000;0.56;0.4
52037;649;0;0;2;9100000;0.73;0.71
52041;154;1;0;37;6600000;0.34;0.56
52043;883;0;1;10;8300000;0.46;0.61
52044;847;0;1;37;300000;0.86;0.07
52045;748;1;1;10;3000000;0.2;0.59
52046;505;0;0;32;8100000;0.39;0.73
52047;487;0;0;32;6600000;0.1;0.74
52048;865;0;1;6;1500000;0.74;0.69
52049;685;1;0;19;1300000;0.5;0.77
52050;136;1;0;20;4000000;0.96;0.08
52052;559;1;0;36;7500000;0.89;0.86
52054;307;0;1;10;300000;0.59;0.11
52057;946;0;0;38;7700000;0.52;0.73
52058;991;0;1;14;6400000;0.77;0.5
52060;244;0;0;14;4100000;0.63;0.28
52061;991;0;0;29;3100000;0.52;0.17
52062;127;1;0;37;1100000;0.38;0.81
52063;145;1;1;44;4900000;0.92;0.67
52065;811;0;0;38;2900000;0.06;0.6
52066;109;1;0;19;9900000;0.98;0.54
52067;451;0;1;44;9800000;0.35;0.55
52068;136;0;0;6;9400000;0.73;0.5
52069;325;0;1;43;4600000;0.67;0.12
52071;514;0;0;47;1100000;0.88;0.78
52074;334;0;0;22;9700000;1;0.9
52075;109;0;1;10;8700000;0.34;0.96
52076;226;1;1;48;1100000;0.76;0.69
52081;973;1;0;22;7300000;0.35;0.97
52082;586;1;0;36;9300000;0.97;0.23
52083;172;0;1;46;4300000;0.87;0.88
52084;919;0;1;34;6100000;0.09;0.71
52085;559;1;0;48;7800000;0.55;0.18
52086;550;1;1;24;4700000;0.96;0.91
52087;964;0;0;30;9700000;0.49;0.84
52088;253;1;0;30;4700000;0.92;0.21
52090;244;1;1;20;7300000;0.56;0.68
52092;892;1;0;38;4900000;0.49;0.79
52093;856;0;1;2;1600000;0.98;0.56
52094;244;0;1;24;9500000;0.38;0.34
52095;262;1;0;10;3500000;0.58;0.27
52096;406;0;1;30;4100000;0.38;0.55
52098;685;0;0;26;3600000;0.57;0.77
52100;199;0;0;2;1800000;0.36;0.32
52101;838;0;0;22;2200000;0.88;0.53
52102;325;0;0;18;9900000;0.01;0.2
52104;487;0;1;34;5200000;0.1;0.07
52105;622;1;1;30;7300000;0.29;0.88
52106;109;0;1;10;4400000;0.31;0.11
52107;712;0;0;48;8200000;0.21;0.7
52108;667;0;0;33;6200000;0.13;0.5
52110;775;1;1;25;400000;0.97;0.17
52111;370;0;1;27;200000;0.22;0
52113;136;1;0;22;5500000;0.52;0.8
52114;262;1;1;22;700000;0.89;0.87
52115;721;0;1;50;7900000;0.04;0.86
52116;307;1;1;29;9100000;0.2;0.09
52118;361;1;1;4;3800000;0.26;0.41
52121;370;1;1;24;8200000;0.31;0.74
52122;181;1;1;44;1300000;0.85;0.51
52123;910;1;1;46;500000;0.72;0.43
52124;757;1;1;2;4900000;0.84;0.36
52125;334;1;1;12;8900000;0.51;0.12
52126;937;0;0;38;7500000;0.97;0.03
52127;505;1;1;26;3200000;0.59;0.33
52128;514;0;0;40;3400000;0.77;0.06
52131;874;0;1;36;8300000;0;0.49
52133;559;0;1;19;3700000;0.49;0.16
52134;865;1;0;4;4500000;0.8;0.51
52135;424;1;1;29;3700000;0.2;0.9
52136;127;0;0;22;6700000;0.6;0.89
52137;388;1;0;38;3300000;0.83;0.18
52139;190;0;1;13;4900000;0.5;0.86
52140;442;1;0;40;7600000;0.64;0.5
52141;892;0;1;4;3400000;0.47;0.6
52143;298;1;0;19;6200000;0.36;0.51
52145;487;1;1;44;9600000;0.8;0.51
52146;307;0;1;38;800000;0.66;0.51
52147;613;1;0;28;5100000;0.05;0.36
52148;235;1;1;16;8900000;0.03;0.7
52149;757;0;1;38;6600000;0.08;0.89
52150;739;1;0;40;8500000;0.27;0.18
52152;910;0;1;36;6700000;0.99;0.23
52153;892;0;1;28;4400000;0.27;0.12
52155;946;0;0;24;5100000;0.59;0.98
52156;352;0;0;28;6100000;0.2;0.77
52157;820;0;1;28;8300000;0.85;0.8
52158;757;0;0;40;9400000;0.36;0.63
